ID,POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,RATEAREA,SFPARKAREA,STREET_NUM,STREETNAME,STREET_SEG,Location
1480,370-01511,370-01510,1,Black,MS,Y,N,SFMTA,ON,0,MC5,Mission,151,CAPP ST,3673000,"(37.763741, -122.418494)"
1481,700-09254,700-09250,4,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,925,VALENCIA ST,13067000,"(37.757793, -122.421096)"
1482,700-09253,700-09250,3,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,925,VALENCIA ST,13067000,"(37.757803, -122.421097)"
1483,700-09252,700-09250,2,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,925,VALENCIA ST,13067000,"(37.757813, -122.421098)"
1484,700-07478,700-07470,8,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,747,VALENCIA ST,13064000,"(37.760661, -122.42137)"
1485,700-07477,700-07470,7,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,747,VALENCIA ST,13064000,"(37.760671, -122.421371)"
1486,700-07476,700-07470,6,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,747,VALENCIA ST,13064000,"(37.76068, -122.421372)"
1487,700-07475,700-07470,5,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,747,VALENCIA ST,13064000,"(37.760688, -122.421373)"
1488,471-06698,471-06690,8,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,669,HARRISON ST,6716000,"(37.782674, -122.397062)"
1489,471-06697,471-06690,7,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,669,HARRISON ST,6716000,"(37.78268, -122.397054)"
1490,471-06696,471-06690,6,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,669,HARRISON ST,6716000,"(37.782688, -122.397044)"
1491,471-06695,471-06690,5,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,669,HARRISON ST,6716000,"(37.782696, -122.397034)"
1492,205-01468,205-01460,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,146,05TH ST,295000,"(37.781775, -122.405432)"
1493,205-01467,205-01460,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,146,05TH ST,295000,"(37.781783, -122.405441)"
1494,205-01466,205-01460,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,146,05TH ST,295000,"(37.78179, -122.405451)"
1495,205-01465,205-01460,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,146,05TH ST,295000,"(37.781797, -122.405459)"
1496,205-01464,205-01460,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,146,05TH ST,295000,"(37.781805, -122.405469)"
1497,205-01463,205-01460,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,146,05TH ST,295000,"(37.781811, -122.405477)"
1498,700-07474,700-07470,4,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,747,VALENCIA ST,13064000,"(37.760697, -122.421374)"
1499,700-07473,700-07470,3,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,747,VALENCIA ST,13064000,"(37.760706, -122.421375)"
1500,700-07472,700-07470,2,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,747,VALENCIA ST,13064000,"(37.760716, -122.421376)"
1501,700-06228,700-06220,8,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,622,VALENCIA ST,13062000,"(37.762571, -122.42177)"
1502,700-06227,700-06220,7,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,622,VALENCIA ST,13062000,"(37.76258, -122.421771)"
1503,700-06226,700-06220,6,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,622,VALENCIA ST,13062000,"(37.762617, -122.421774)"
1504,700-06225,700-06220,5,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,622,VALENCIA ST,13062000,"(37.762627, -122.421775)"
1505,700-06224,700-06220,4,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,622,VALENCIA ST,13062000,"(37.762636, -122.421776)"
1506,700-06223,700-06220,3,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,622,VALENCIA ST,13062000,"(37.762645, -122.421777)"
1507,700-06222,700-06220,2,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,622,VALENCIA ST,13062000,"(37.762654, -122.421778)"
1508,700-04120,700-04120,10,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,412,VALENCIA ST,13058000,"(37.766109, -122.422109)"
1509,700-04129,700-04120,9,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,412,VALENCIA ST,13058000,"(37.766121, -122.42211)"
1510,700-04128,700-04120,8,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,412,VALENCIA ST,13058000,"(37.76613, -122.422111)"
1511,501-01205,501-01200,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,120,JESSIE ST,7517000,"(37.788032, -122.400926)"
1512,501-01204,501-01200,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,120,JESSIE ST,7517000,"(37.788041, -122.400915)"
1513,501-01203,501-01200,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,120,JESSIE ST,7517000,"(37.788049, -122.400905)"
1514,384-07020,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,702,DIVISADERO ST,4804201,"(37.776072, -122.437914)"
1515,490-10150,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1015,IRVING ST,7288000,"(37.763854, -122.468794)"
1516,350-14490,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1449,CALIFORNIA ST,3547000,"(37.790718, -122.41891)"
1517,401-02331,401-02330,1,Black,MS,N,N,SFMTA,ON,0,MC1, ,233,ELLIS ST,5172000,"(37.785085, -122.410553)"
1518,501-03011,501-03010,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,301,JESSIE ST,7520001,"(37.784813, -122.40486)"
1519,864-04110,-,0,Black,SS,Y,N,PORT,ON,0,PortMC1, ,411,SPEAR ST,12048000,"(37.788508, -122.388886)"
1520,442-04011,442-04010,1,Black,MS,N,N,SFMTA,ON,0,MC5,Civic Center,401,GOLDEN GATE AVE,6264000,"(37.781366, -122.417277)"
1521,205-01462,205-01460,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,146,05TH ST,295000,"(37.781818, -122.405485)"
1522,205-01328,205-01320,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,132,05TH ST,294000,"(37.78192, -122.405589)"
1523,205-01327,205-01320,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,132,05TH ST,294000,"(37.781928, -122.405599)"
1524,205-01326,205-01320,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,132,05TH ST,294000,"(37.781935, -122.405607)"
1525,205-01325,205-01320,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,132,05TH ST,294000,"(37.781942, -122.405616)"
1526,205-01324,205-01320,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,132,05TH ST,294000,"(37.781947, -122.405622)"
1527,205-01323,205-01320,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,132,05TH ST,294000,"(37.781954, -122.405631)"
1528,205-01322,205-01320,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,132,05TH ST,294000,"(37.78196, -122.405639)"
1529,567-00946,567-00940,6,Black,MS,N,N,SFMTA,ON,0,MC1, ,94,MINT ST,9064000,"(37.782311, -122.407381)"
1530,567-00945,567-00940,5,Black,MS,N,N,SFMTA,ON,0,MC1, ,94,MINT ST,9064000,"(37.782323, -122.407366)"
1531,567-00944,567-00940,4,Black,MS,N,N,SFMTA,ON,0,MC1, ,94,MINT ST,9064000,"(37.782316, -122.407374)"
1532,567-00943,567-00940,3,Black,MS,N,N,SFMTA,ON,0,MC1, ,94,MINT ST,9064000,"(37.782303, -122.40739)"
1533,567-00942,567-00940,2,Black,MS,N,N,SFMTA,ON,0,MC1, ,94,MINT ST,9064000,"(37.782295, -122.407401)"
1534,567-00966,567-00960,6,Black,MS,N,N,SFMTA,ON,0,MC1, ,96,MINT ST,9064000,"(37.782267, -122.407296)"
1535,567-00965,567-00960,5,Black,MS,N,N,SFMTA,ON,0,MC1, ,96,MINT ST,9064000,"(37.782261, -122.407304)"
1536,567-00964,567-00960,4,Black,MS,N,N,SFMTA,ON,0,MC1, ,96,MINT ST,9064000,"(37.782254, -122.407313)"
1537,567-00963,567-00960,3,Black,MS,N,N,SFMTA,ON,0,MC1, ,96,MINT ST,9064000,"(37.782247, -122.40732)"
1538,567-00962,567-00960,2,Black,MS,N,N,SFMTA,ON,0,MC1, ,96,MINT ST,9064000,"(37.782238, -122.40733)"
1539,501-03038,501-03030,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,303,JESSIE ST,7520001,"(37.784708, -122.405001)"
1540,501-03037,501-03030,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,303,JESSIE ST,7520001,"(37.784714, -122.404993)"
1541,501-03036,501-03030,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,303,JESSIE ST,7520001,"(37.784722, -122.404983)"
1542,501-03035,501-03030,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,303,JESSIE ST,7520001,"(37.784728, -122.404975)"
1543,501-03034,501-03030,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,303,JESSIE ST,7520001,"(37.784734, -122.404967)"
1544,501-03033,501-03030,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,303,JESSIE ST,7520001,"(37.784741, -122.404958)"
1545,501-03032,501-03030,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,303,JESSIE ST,7520001,"(37.784749, -122.404949)"
1546,501-03018,501-03010,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,301,JESSIE ST,7520001,"(37.784761, -122.404933)"
1547,501-03017,501-03010,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,301,JESSIE ST,7520001,"(37.784769, -122.404923)"
1548,501-03016,501-03010,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,301,JESSIE ST,7520001,"(37.784776, -122.404914)"
1549,501-03015,501-03010,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,301,JESSIE ST,7520001,"(37.784782, -122.404906)"
1550,501-03014,501-03010,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,301,JESSIE ST,7520001,"(37.784788, -122.404898)"
1551,501-03013,501-03010,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,301,JESSIE ST,7520001,"(37.784799, -122.404885)"
1552,501-03012,501-03010,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,301,JESSIE ST,7520001,"(37.784806, -122.404876)"
1553,202-02166,202-02160,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,216,02ND ST,135000,"(37.786331, -122.397822)"
1554,202-02165,202-02160,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,216,02ND ST,135000,"(37.786338, -122.397829)"
1555,202-02164,202-02160,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,216,02ND ST,135000,"(37.786344, -122.397836)"
1556,568-02396,568-02390,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,239,MISSION ST,9085000,"(37.791271, -122.395518)"
1557,568-02395,568-02390,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,239,MISSION ST,9085000,"(37.791278, -122.395509)"
1558,568-02394,568-02390,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,239,MISSION ST,9085000,"(37.791285, -122.3955)"
1559,568-02393,568-02390,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,239,MISSION ST,9085000,"(37.791291, -122.395493)"
1560,568-02392,568-02390,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,239,MISSION ST,9085000,"(37.791299, -122.395483)"
1561,568-02330,568-02330,10,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,233,MISSION ST,9085000,"(37.791312, -122.395466)"
1562,568-02339,568-02330,9,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,233,MISSION ST,9085000,"(37.791319, -122.395458)"
1563,568-02338,568-02330,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,233,MISSION ST,9085000,"(37.791326, -122.39545)"
1564,216-31440,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Mission,3144,16TH ST,734000,"(37.764908, -122.423197)"
1565,573-01393,573-01390,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,139,ALICE B TOKLAS PL,9472000,"(37.785229, -122.421031)"
1566,573-01392,573-01390,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,139,ALICE B TOKLAS PL,9472000,"(37.78523, -122.421019)"
1567,612-11046,612-11040,6,Black,MS,N,N,SFMTA,ON,0,MC3, ,1104,POLK ST,10563000,"(37.787031, -122.419891)"
1568,612-11045,612-11040,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,1104,POLK ST,10563000,"(37.78702, -122.419889)"
1569,612-11044,612-11040,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,1104,POLK ST,10563000,"(37.787013, -122.419887)"
1570,612-11043,612-11040,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,1104,POLK ST,10563000,"(37.787003, -122.419885)"
1571,612-11042,612-11040,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,1104,POLK ST,10563000,"(37.786994, -122.419883)"
1572,612-12285,612-12280,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,1228,POLK ST,10566000,"(37.788333, -122.420154)"
1573,612-12284,612-12280,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,1228,POLK ST,10566000,"(37.788323, -122.420152)"
1574,612-12283,612-12280,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,1228,POLK ST,10566000,"(37.788314, -122.42015)"
1575,612-12282,612-12280,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,1228,POLK ST,10566000,"(37.788306, -122.420149)"
1576,472-09335,472-09330,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,933,HYDE ST,7124000,"(37.789941, -122.417261)"
1577,472-09334,472-09330,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,933,HYDE ST,7124000,"(37.789932, -122.417258)"
1578,472-09333,472-09330,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,933,HYDE ST,7124000,"(37.789922, -122.417256)"
1579,472-09332,472-09330,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,933,HYDE ST,7124000,"(37.789912, -122.417254)"
1580,336-15315,336-15310,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,1531,BUSH ST,3445000,"(37.788254, -122.423267)"
1581,336-15314,336-15310,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,1531,BUSH ST,3445000,"(37.788255, -122.423255)"
1582,336-15313,336-15310,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,1531,BUSH ST,3445000,"(37.788257, -122.423243)"
1583,336-15312,336-15310,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,1531,BUSH ST,3445000,"(37.788258, -122.423232)"
1584,500-15334,500-15330,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,1533,JACKSON ST,7395000,"(37.794161, -122.420847)"
1585,500-15333,500-15330,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,1533,JACKSON ST,7395000,"(37.794162, -122.420837)"
1586,386-02067,386-02060,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,206,DRUMM ST,4972000,"(37.795764, -122.396687)"
1587,386-02068,386-02060,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,206,DRUMM ST,4972000,"(37.795776, -122.39669)"
1588,658-00549,658-00540,9,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,54,SPEAR ST,12044000,"(37.792968, -122.394726)"
1589,658-00544,658-00540,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,54,SPEAR ST,12044000,"(37.793003, -122.394769)"
1590,658-00547,658-00540,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,54,SPEAR ST,12044000,"(37.792982, -122.394743)"
1591,658-00542,658-00540,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,54,SPEAR ST,12044000,"(37.793017, -122.394787)"
1592,658-00548,658-00540,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,54,SPEAR ST,12044000,"(37.792975, -122.394734)"
1593,658-00546,658-00540,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,54,SPEAR ST,12044000,"(37.792989, -122.394752)"
1594,658-00543,658-00540,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,54,SPEAR ST,12044000,"(37.79301, -122.394778)"
1595,658-00545,658-00540,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,54,SPEAR ST,12044000,"(37.792996, -122.394761)"
1596,658-00480,658-00480,10,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,48,SPEAR ST,12044000,"(37.793029, -122.394802)"
1597,658-00489,658-00480,9,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,48,SPEAR ST,12044000,"(37.793034, -122.394809)"
1598,658-00488,658-00480,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,48,SPEAR ST,12044000,"(37.793041, -122.394817)"
1599,658-00487,658-00480,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,48,SPEAR ST,12044000,"(37.793047, -122.394825)"
1600,658-00486,658-00480,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,48,SPEAR ST,12044000,"(37.793054, -122.394834)"
1601,686-07124,686-07120,4,Black,MS,N,N,SFMTA,ON,0,MC5,Civic Center,712,TURK ST,12724000,"(37.781942, -122.421279)"
1602,686-07123,686-07120,3,Black,MS,N,N,SFMTA,ON,0,MC5,Civic Center,712,TURK ST,12724000,"(37.781944, -122.421268)"
1603,686-07122,686-07120,2,Black,MS,N,N,SFMTA,ON,0,MC5,Civic Center,712,TURK ST,12724000,"(37.781945, -122.421254)"
1604,444-00106,444-00100,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,10,GRANT AVE,6381000,"(37.787231, -122.404868)"
1605,444-00105,444-00100,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,10,GRANT AVE,6381000,"(37.787222, -122.404866)"
1606,444-00104,444-00100,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,10,GRANT AVE,6381000,"(37.787214, -122.404864)"
1607,444-00103,444-00100,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,10,GRANT AVE,6381000,"(37.787204, -122.404862)"
1608,352-04293,352-04290,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,429,CASTRO ST,3790000,"(37.761568, -122.43496)"
1609,352-04292,352-04290,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,429,CASTRO ST,3790000,"(37.761576, -122.434961)"
1610,352-04056,352-04050,6,Black,MS,N,N,SFMTA,ON,0,MC3, ,405,CASTRO ST,3790000,"(37.762077, -122.435008)"
1611,651-00267,651-00260,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,26,SANSOME ST,11542000,"(37.791004, -122.400632)"
1612,651-00284,651-00280,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,28,SANSOME ST,11542000,"(37.791058, -122.400643)"
1613,202-00037,202-00030,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,3,02ND ST,129000,"(37.789159, -122.401115)"
1614,202-05400,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,540,02ND ST,144000,"(37.782568, -122.39313)"
1615,568-02337,568-02330,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,233,MISSION ST,9085000,"(37.791332, -122.395441)"
1616,210-00061,210-00060,1,Black,MS,N,N,SFMTA,ON,0,MC2, ,6,10TH ST,480000,"(37.776303, -122.417347)"
1617,501-01202,501-01200,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,120,JESSIE ST,7517000,"(37.788057, -122.400895)"
1618,501-01167,501-01160,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,116,JESSIE ST,7517000,"(37.788076, -122.400871)"
1619,501-01166,501-01160,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,116,JESSIE ST,7517000,"(37.788083, -122.400862)"
1620,501-01165,501-01160,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,116,JESSIE ST,7517000,"(37.78809, -122.400854)"
1621,501-01164,501-01160,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,116,JESSIE ST,7517000,"(37.788097, -122.400844)"
1622,501-01163,501-01160,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,116,JESSIE ST,7517000,"(37.788104, -122.400835)"
1623,501-01162,501-01160,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,116,JESSIE ST,7517000,"(37.788112, -122.400826)"
1624,501-01148,501-01140,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,114,JESSIE ST,7517000,"(37.788125, -122.400809)"
1625,501-01147,501-01140,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,114,JESSIE ST,7517000,"(37.788132, -122.4008)"
1626,501-01146,501-01140,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,114,JESSIE ST,7517000,"(37.788138, -122.400792)"
1627,501-01145,501-01140,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,114,JESSIE ST,7517000,"(37.788145, -122.400784)"
1628,501-01144,501-01140,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,114,JESSIE ST,7517000,"(37.788152, -122.400775)"
1629,501-01143,501-01140,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,114,JESSIE ST,7517000,"(37.788158, -122.400767)"
1630,501-01142,501-01140,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,114,JESSIE ST,7517000,"(37.788166, -122.400757)"
1631,501-01122,501-01120,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,112,JESSIE ST,7517000,"(37.788212, -122.400698)"
1632,463-00394,463-00390,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,39,HAWTHORNE ST,6809000,"(37.784908, -122.398038)"
1633,463-00393,463-00390,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,39,HAWTHORNE ST,6809000,"(37.784915, -122.398048)"
1634,463-00392,463-00390,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,39,HAWTHORNE ST,6809000,"(37.784921, -122.398055)"
1635,463-00378,463-00370,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,37,HAWTHORNE ST,6809000,"(37.784937, -122.398075)"
1636,463-00377,463-00370,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,37,HAWTHORNE ST,6809000,"(37.784944, -122.398083)"
1637,463-00376,463-00370,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,37,HAWTHORNE ST,6809000,"(37.784952, -122.398094)"
1638,463-00375,463-00370,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,37,HAWTHORNE ST,6809000,"(37.784961, -122.398105)"
1639,463-00374,463-00370,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,37,HAWTHORNE ST,6809000,"(37.784969, -122.398115)"
1640,463-00373,463-00370,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,37,HAWTHORNE ST,6809000,"(37.784977, -122.398125)"
1641,463-00372,463-00370,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,37,HAWTHORNE ST,6809000,"(37.784985, -122.398135)"
1642,470-06327,470-06320,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,632,HOWARD ST,7035000,"(37.786346, -122.398938)"
1643,470-06326,470-06320,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,632,HOWARD ST,7035000,"(37.786353, -122.39893)"
1644,470-06325,470-06320,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,632,HOWARD ST,7035000,"(37.786358, -122.398922)"
1645,470-06324,470-06320,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,632,HOWARD ST,7035000,"(37.786365, -122.398914)"
1646,470-06323,470-06320,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,632,HOWARD ST,7035000,"(37.786372, -122.398905)"
1647,658-00241,658-00240,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,24,SPEAR ST,12044000,"(37.793351, -122.395206)"
1648,420-00601,420-00600,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,60,FREMONT ST,5860000,"(37.79058, -122.39697)"
